c_category,c_func,c_name,c_data_type,c_value_type,c_choice,c_database,c_unit,remark,c_module,c_range,c_address
InU,6000628,变电系统进线电压,Inst,2,,,kV,,,,
InI,6000629,变电系统进线电流,Inst,2,,,A,,,,
InP,6000630,变电系统进线视在功率,Inst,2,,,kVA,,,,
ReliabilityScore,6000631,可信度评分,Num,,,,,,,,
isLeasableStatus,6000632,可租赁状态,Boolv,,"{""type"":""str"",""map"":{""0"":""下线(不可租赁)"",""1"":""上线(可租赁)""}}",,,,,,
ContractStatus,6000633,合同状态,Enum,,"{""type"":""str"",""map"":{""0"":""已到期"",""1"":""未开始"",""2"":""维保中"",""3"":""已废弃""}}",,,,,,
BondU,6000634,合母电压,Inst,2,,,V,,,,
BondI,6000635,合母电流,Inst,2,,,A,,,,
BackAccelerateProtect,6000636,后加速保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
AbsorbPress,6000637,吸收压力,Inst,2,,,MPa,,,,
AbsorberSolutionConcentrate,6000638,吸收器溶液浓度,Inst,2,,,ppm,,,,
InAirTemp,6000639,吸气温度,Inst,2,,,℃,,,,
NozzleOutFlow,6000640,喷头出水量,Num,,,,m3/h,,,,
NozzleStatus,6000641,喷头动作状态,Bools,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
RunNozzleNum,6000642,喷头开启个数,Num,,,,个,,,,
SprayerRunStatus,6000643,喷淋装置开启状态,Bools,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
SoundNoise,6000644,噪声传感器声强测量值,Num,,,,dB(A),,,,
Noise,6000645,噪音,Num,,,,dB(A),,,,
WaterReOutPress,6000646,回水压力,Inst,2,,,MPa,,,,
HeatWaterMainReturnPress,6000647,回水干管压力,Num,,,,MPa,,,,
HeatWaterMainReturnTemp,6000648,回水干管温度,Num,,,,℃,,,,
InWaterTemp,6000649,回水温度,Inst,2,,,℃,,,,
ReturnAirCO2,6000650,回风CO2浓度,Inst,2,,,ppm,,,,
ReturnAirPress,6000651,回风压力,Inst,2,,,Pa,,,,
ReturnFanPressStatus,6000652,回风机回风状态,Boolv,,"{""type"":""str"",""map"":{""0"":""未正常送风"",""1"":""正常送风""}}",,,,,,
ReturnFanGear,6000653,回风机档位,Enumv,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
ReturnFanRPM,6000654,回风机转速,Inst,2,,,rpm,,,,
ReturnFanFreq,6000655,回风机频率,Inst,2,,,Hz,,,,
ReturnAirTemp,6000656,回风温度,Inst,2,,,℃,,,,
ReturnAirRH,6000657,回风相对湿度,Inst,2,,,%RH,,,,
ReturnAirValveOpening,6000658,回风阀开度,Inst,2,,,%,,,,
ReturnAirPM,6000659,回风颗粒物浓度,Inst,2,,,mg/m3,,,,
ReturnAirFlow,6000660,回风风量,Inst,2,,,m3/h,,,,
isImageRecord,6000661,图像传感器是否输出视频,Bool,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
ImageAddress,6000662,图像传感器输出视频地址,Str,,,,,,,,
SoilTemp,6000663,土壤温度,Inst,2,,,℃,,,,
SoilRH,6000664,土壤湿度,Inst,2,,,%RH,,,,
OnlineCleanStatus,6000665,在线清洗装置状态,Enumv,,"{""type"":""str"",""map"":{""1"":""关闭"",""2"":""待机"",""3"":""运行"",""99"":""其他""}}",,,,,,
OnlineStatus,6000666,在线状态,Bool,2,"{""type"":""str"",""map"":{""0"":""离线"",""1"":""在线""}}",,,,,,
OnlineUserNum,6000667,在线用户数量,Inst,2,,,,,,,
OutdoorMediumFlow,6000668,地源侧循环液流量,Inst,2,,,m3/h,,,,
OutdoorMediumInTemp,6000669,地源侧机组入口循环液温度,Inst,2,,,℃,,,,
OutdoorMediumInPress,6000670,地源侧机组入口载冷剂压力,Inst,2,,,MPa,,,,
OutdoorMediumOutTemp,6000671,地源侧机组出口循环液温度,Inst,2,,,℃,,,,
OutdoorMediumOutPress,6000672,地源侧机组出口载冷剂压力,Inst,2,,,MPa,,,,
RotorLockProtect,6000673,堵转保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
AccDUpPositionTiem,6000674,处于上升位置时间计时,Acc,,,,h,,,,
AccDownPositionTiem,6000675,处于下降位置时间计时,Acc,,,,h,,,,
BeforeTreatSolidConcentrate,6000676,处理前固体浓度,Inst,2,,,mg/L,,,,
BeforeTreatOrganismConcentrate,6000677,处理前有机物浓度,Inst,2,,,mg/L,,,,
AfterTreatSolidConcentrate,6000678,处理后固体浓度,Inst,2,,,mg/L,,,,
AfterTreatOrganismConcentrate,6000679,处理后有机物浓度,Inst,2,,,mg/L,,,,
DealEff,6000680,处理效率,Inst,2,,,%,,,,
TreatWaterFlow,6000681,处理水流量,Inst,2,,,m3/h,,,,
SewageTreatFlow,6000682,处理流量,Inst,2,,,m3/h,,,,
TreatStatus,6000683,处理状态,Enum,,"{""type"":""str"",""map"":{""1"":""未处理"",""2"":""已忽略"",""3"":""已处理""}}",,,,,,
AirFlow,6000684,处理风量,Inst,2,,,m3/h,,,,
SpareAutoSwitch,6000685,备自投方式动作,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
SpareAutoFailSwitch,6000686,备自投方式动作不成功,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
NetSolarRadiation,6000687,太阳净辐射,Inst,2,,,W/m2,,,,
TotalSolarRadiation,6000688,太阳总辐射,Inst,2,,,W/m2,,,,
SolarAzimuth,6000689,太阳方位角,Inst,2,,,°,,,,
DirectSolarRadiation,6000690,太阳直接辐射,Inst,2,,,W/m2,,,,
SolarAltitudeAngle,6000691,太阳高度角,Inst,2,,,°,,,,
Distortion,6000692,失真度,Inst,2,,,%,,,,
StoreSpeed,6000693,存储速率,Inst,2,,,MB/s,,,,
SeasonSwitchStatus,6000694,季节转换状态,Enum,,"{""type"":""str"",""map"":{""1"":""供冷季"",""2"":""过渡季"",""3"":""供暖季"",""99"":""其他""}}",,,,,,
AudioSource,6000695,实时音频来源,MEnum,,"{""type"":""str"",""map"":{""1"":""话筒"",""2"":""CD/MP3"",""3"":""火灾报警"",""4"":""预置报警信号"",""99"":""其他(可多选)""}}",,,,,,
ApprovalStatus,6000696,审批状态,Enum,,"{""type"":""str"",""map"":{""1"":""待审批"",""2"":""同意"",""3"":""不同意""}}",,,,,,
PassengerOccupantNum,6000697,室内人数,Num,,,,人,,,,
IndoorMediumInPress,6000698,室内侧机组入口载冷剂压力,Inst,2,,,MPa,,,,
IndoorMediumInTemp,6000699,室内侧机组入口载冷剂温度,Inst,2,,,℃,,,,
IndoorMediumOutPress,6000700,室内侧机组出口载冷剂压力,Inst,2,,,MPa,,,,
IndoorMediumOutTemp,6000701,室内侧机组出口载冷剂温度,Inst,2,,,℃,,,,
IndoorMediumFlow,6000702,室内侧载冷剂流量,Inst,2,,,m3/h,,,,
InUnitI,6000703,室内机电流,Inst,2,,,A,,,,
InUnitElecConsumP,6000704,室内机耗电功率,Inst,2,,,kW,,,,
PollutantConcentration,6000705,室内污染物浓度,Inst,2,,,ppm,,,,
InFireHydrantRunStatus,6000706,室内消火栓开启状态,Bools,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
IndoorRelativePress,6000707,室内相对压力,Inst,2,,,Pa,,,,
OutdoorAirInPress,6000708,室外侧机组入口空气压力,Inst,2,,,Pa,,,,
OutdoorAirInTemp,6000709,室外侧机组入口空气温度,Inst,2,,,℃,,,,
OutdoorAirOutPress,6000710,室外侧机组出口空气压力,Inst,2,,,Pa,,,,
OutdoorAirOutTemp,6000711,室外侧机组出口空气温度,Inst,2,,,℃,,,,
OutdoorWindV,6000712,室外侧风速,Inst,2,,,m/s,,,,
OutUnitI,6000713,室外机电流,Inst,2,,,A,,,,
OutUnitElecConsumP,6000714,室外机耗电功率,Inst,2,,,kW,,,,
OutFireHydrantRunStatus,6000715,室外消火栓开启状态,Bools,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
AccCapacitiveReactiveE,6000716,容性无功电能,Acc,,,,kVarh,,,,
WTWTStatus,6000717,对讲机状态,Enumv,,"{""type"":""str"",""map"":{""1"":""发射"",""2"":""接收"",""3"":""同时收发"",""4"":""待机"",""99"":""其他""}}",,,,,,
ObjectDegree,6000718,对象完成度,Enum,,"{""type"":""str"",""map"":{""1"":""完成工作内容"",""2"":""全部工作内容""}}",,,,,,
SprayRange,6000719,射程,Inst,2,,,m,,,,
ElecAccTipConsum,6000720,尖峰时段累计电量测量值,Acc,,,,kWh,,,,
WaterOutCarbamide,6000721,尿素,Inst,2,,,mg/L,,,,
PatrolPointStatus,6000722,巡更点状态,Enum,,"{""type"":""str"",""map"":{""1"":""未完成"",""2"":""已完成无异常"",""3"":""已完成上报异常"",""99"":""其他""}}",,,,,,
WorkLocalUpIsolation,6000723,工作位上隔离,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
WorkP,6000724,工作功率,Inst,2,,,W,,,,
WorkPress,6000725,工作压力,Inst,2,,,MPa,,,,
Gear,6000726,工作档位,Enumv,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
WorkStatus,6000727,工作模式,Enumv,,"{""type"":""str"",""map"":{""1"":""主电"",""2"":""充电"",""3"":""故障"",""4"":""应急"",""99"":""其他""}}",,,,,,
WorkWaterTemp,6000728,工作水温,Inst,2,,,℃,,,,
WorkTemp,6000729,工作温度,Numr,,,,℃,,,,
WorkU,6000730,工作电压,Inst,2,,,V,,,,
WorkI,6000731,工作电流,Inst,2,,,A,,,,
WorkPlaneLux,6000732,工作面照度,Inst,2,,,lux,,,,
WorkFreq,6000733,工作频率,Inst,2,,,Hz,,,,
TicketStatus,6000734,工单状态,Enum,,"{""type"":""str"",""map"":{""1"":""未开始"",""2"":""抢单中"",""3"":""执行中"",""4"":""审核中"",""5"":""延期完成"",""6"":""按时完成"",""7"":""异常结束"",""8"":""已删除""}}",,,,,,
TapWaterInPress,6000735,市政冷水入口压力,Num,,,,MPa,,,,
SZTapWaterTemp,6000736,市政冷水温度,Num,,,,℃,,,,
MunicipalPress,6000737,市政水入口压力,Num,,,,MPa,,,,
LoadComputerNum,6000738,带机数量,Inst,2,,,台,,,,
CurtainStates,6000739,幕布升起状态,Bool,,"{""type"":""str"",""map"":{""0"":""降落"",""1"":""升起""}}",,,,,,
AveOutAirV,6000740,平均出口风速,Num,,,,m/s,,,,
AveReturnAirV,6000741,平均回风温度,Num,,,,℃,,,,
AveExhaustPress,6000742,平均排烟压力,Num,,,,Pa,,,,
AveExhaustTemp,6000743,平均排烟温度,Num,,,,℃,,,,
AveExhaustAirPress,6000744,平均排风压力,Num,,,,Pa,,,,
AveExposureTemp,6000745,平均暴露温度,Num,,,,,,,,
AveHoldTemp,6000746,平均维持温度,Num,,,,,,,,
AveSurfaceTemp,6000747,平均表面温度,Num,,,,,,,,
AveSupplyAirPress,6000748,平均送风压力,Num,,,,Pa,,,,
AveSupplyAirV,6000749,平均送风温度,Num,,,,℃,,,,
ElecAccFlatConsum,6000750,平时时段累计电量测量值,Num,,,,kWh,,,,
AccHeatBalanceRate,6000751,年累计冷热平衡率,Inst,2,,,,,,,
StockNum,6000752,库存数量,Num,,,,,,,,
SwitchStatus,6000753,开关状态,Boolv,2,"{""type"":""str"",""map"":{""0"":""关"",""1"":""开""}}",,,,,,
SwitchOpenStatus,6000754,开合状态,Boolv,,"{""type"":""str"",""map"":{""0"":""断开"",""1"":""闭合""}}",,,,,,
OpenTimeCount,6000755,开启时间计时,Acc,,,,h,,,,
InstUserNum,6000756,开启热水户数,Num,,,,户,,,,
OnState,6000757,开启状态,Bool,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
Opening,6000758,开度,Num,3,,,%,,,,
SwitchCloseStatus,6000759,开闭状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
GateStatus,6000760,开闸状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关"",""1"":""开""}}",,,,,,
SpringEStoreStatus,6000761,弹簧储能状态,Bool,,"{""type"":""str"",""map"":{""0"":""正常储能"",""1"":""未储能""}}",,,,,,
PassengerNum,6000762,当前乘客数,Inst,2,,,人,,,,
CurrentPowerSupplyNumber,6000763,当前供电孔位数,Inst,2,,,,,,,
GasStorePress,6000764,当前储气压力,Inst,2,,,MPa,,,,
GasStoreVolume,6000765,当前储气量,Inst,2,,,kg,,,,
InstCapacity,6000766,当前储油量,Inst,2,,,m3,,,,
FertilizerStoreVolume,6000767,当前储药量,Inst,2,,,L,,,,
CurrentOutletWaterFlow,6000768,当前出水流量,Inst,2,,,m3/h,,,,
CurrentOutletOilFlow,6000769,当前出油流量,Inst,2,,,m3/h,,,,
CurrentAirOutletType,6000770,当前出风类型,Enumv,,"{""type"":""str"",""map"":{""1"":""冷风"",""2"":""热风"",""99"":""其他""}}",,,,,,
CurrentP,6000771,当前功率,Inst,2,,,W,,,,
CurrentStore,6000772,当前存储量,Inst,2,,,GB,,,,
ParkingCarNum,6000773,当前存放车数量,Inst,2,,,辆,,,,
StopFloor,6000774,当前层数,Inst,2,,,层,,,,
CurrentWorkStatus,6000775,当前工作模式,Enumv,,"{""type"":""str"",""map"":{""1"":""主电"",""2"":""充电"",""3"":""故障"",""4"":""应急"",""99"":""其他""}}",,,,,,
CurrentCurtainWindSpeed,6000776,当前幕墙内风速,Numr,,,,m/s,,,,
CurrentDirection,6000777,当前指示方向,Enumv,,"{""type"":""str"",""map"":{""1"":""左"",""2"":""右"",""3"":""上"",""4"":""下"",""5"":""左右双向"",""6"":""上下双向"",""99"":""其他""}}",,,,,,
PlayType,6000778,当前播放类型,Enumv,,"{""type"":""str"",""map"":{""1"":""音频"",""2"":""视频"",""99"":""其他""}}",,,,,,
CurrentWaterLevel,6000779,当前水位,Inst,2,,,m,,,,
CurrentWaterFlow,6000780,当前水流量,Inst,2,,,m3/h,,,,
CurrentWaterTemp,6000781,当前水温,Inst,2,,,℃,,,,
CurrentWaterQuantity,6000782,当前水量,Inst,2,,,L,,,,
CurrentU,6000783,当前电压,Inst,2,,,V,,,,
CurrentI,6000784,当前电流,Inst,2,,,A,,,,
CurrentMovingDirection,6000785,当前移动方向,Enumv,,"{""type"":""str"",""map"":{""1"":""向上"",""2"":""向下"",""3"":""向左"",""4"":""向右""}}",,,,,,
CurrentTankPressure,6000786,当前罐内压力,Inst,2,,,Mpa,,,,
CurrentTankWaterVolume,6000787,当前罐内水量,Inst,2,,,m3,,,,
CurrentTankTemp,6000788,当前罐内温度,Inst,2,,,℃,,,,
CurrentO3Flow,6000789,当前臭氧产量,Inst,2,,,g/h,,,,
CurrrentO3Concentrate,6000790,当前臭氧浓度,Inst,2,,,g/m3,,,,
WaterStoreVolume,6000791,当前蓄水量,Inst,2,,,m3,,,,
DecodeType,6000792,当前解码类型,Enumv,,"{""type"":""str"",""map"":{""1"":""MP2"",""2"":""MP3"",""3"":""AAC"",""4"":""立体声"",""5"":""mpg"",""6"":""avi"",""7"":""mp4"",""8"":""wmv"",""9"":""MPEG-1/2"",""10"":""MPEG4"",""11"":""H.264"",""99"":""其他""}}",,,,,,
CurrentDirectionOfRotation,6000793,当前转动方向,Enumv,,"{""type"":""str"",""map"":{""1"":""正向"",""2"":""反向"",""99"":""其他""}}",,,,,,
CurrentSpeed,6000794,当前转速,Numr,,,,r/min,,,,
CurrentLoad,6000795,当前载荷,Inst,2,,,kg,,,,
CurrentLoadCap,6000796,当前载重量,Inst,2,,,kg,,,,
DeliveryFlow,6000797,当前输送人流量,Inst,2,,,人次/5min,,,,
CurrentInletWaterFlow,6000798,当前进水流量,Inst,2,,,m3/h,,,,
CurrentWindSpeed,6000799,当前风速,Inst,2,,,m/s,,,,
CurrentAirVolume,6000800,当前风量,Numr,,,,m3/h,,,,
CurrentMovingSpeed,6000801,当期移动速度,Inst,2,,,m/s,,,,
isSoundAudioRecord,6000802,录音传感器是否录制音频,Bool,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
SoundAudioAddress,6000803,录音传感器音频地址,Str,,,,,,,,
CycleFlow,6000804,循环水量,Num,,,,m3/h,,,,
HeatPumpRunNum,6000805,循环泵开启台数,Num,,,,台,,,,
HeatPumpFreq,6000806,循环泵运行频率,Num,,,,Hz,,,,
HeatWaterFlow,6000807,循环流量,Inst,2,,,m3/h,,,,
RSupplyAirFlow,6000808,循环风量,Inst,2,,,m3/h,,,,
TotCool,6000809,总供冷量,Num,,,,kW,,,,
TotHeat,6000810,总供热量,Num,,,,kW,,,,
TotPFactor,6000811,总功率因数,Inst,2,,,,,,,
TotD,6000812,总加湿量,Num,,,,kg/h,,,,
TotExhaustSmoke,6000813,总排烟风量,Num,,,,m3/h,,,,
TotExhaustFlow,6000814,总排风量,Num,,,,m3/h,,,,
TotReactiveP,6000815,总无功功率,Inst,2,,,kW,,,,
TotActiveP,6000816,总有功功率,Inst,2,,,kW,,,,
ChlorineHydrate,6000817,总氯值,Inst,2,,,mg/L,,,,
TotP,6000818,总电功率,Inst,2,,,kW,,,,
TotUHarmonic,6000819,总电压谐波含量,Inst,2,,,V,,,,
TotI,6000820,总电流,Inst,2,,,A,,,,
TotIHarmonic,6000821,总电流谐波含量,Inst,2,,,A,,,,
MainPipePress,6000822,总管压力,Inst,2,,,MPa,,,,
MainPipeFlow,6000823,总管流量,Inst,2,,,m3/h,,,,
MainPipeTemp,6000824,总管温度,Inst,2,,,℃,,,,
MainPipeValveOpening,6000825,总管阀门开度,Inst,2,,,%,,,,
TotElecConsumP,6000826,总耗电功率,Num,,,,kWh,,,,
ElecTotApparentP,6000827,总视在功功率,Num,,,,kW,,,,
TotApparentP,6000828,总视在功率,Inst,2,,,kVA,,,,
TotHarmonicAPhaseU,6000829,总谐波A相电压,Inst,2,,,V,,,,
TotHarmonicAPhaseI,6000830,总谐波A相电流,Inst,2,,,A,,,,
TotHarmonicBPhaseU,6000831,总谐波B相电压,Inst,2,,,V,,,,
TotHarmonicBPhaseI,6000832,总谐波B相电流,Inst,2,,,A,,,,
TotHarmonicCPhaseU,6000833,总谐波C相电压,Inst,2,,,V,,,,
TotHarmonicCPhaseI,6000834,总谐波C相电流,Inst,2,,,A,,,,
TotPOutFactor,6000835,总输出功率因数,Inst,2,,,,,,,
TotOutReactiveP,6000836,总输出无功功率,Inst,2,,,kVar,,,,
TotOutActiveP,6000837,总输出有功功率,Inst,2,,,kW,,,,
TotOutApparentP,6000838,总输出视在功率,Inst,2,,,kVA,,,,
TotAirFlow,6000839,总送风量,Num,,,,m3/h,,,,
TotVentFlow,6000840,总通风量,Num,,,,m3/h,,,,
TotDeD,6000841,总除湿量,Num,,,,kg/h,,,,
AccInductiveReactiveE,6000842,感性无功电能,Acc,,,,kWh,,,,
RemoveOil,6000843,截油量,Inst,2,,,mg/L,,,,
ManualParallelSwitch,6000844,手动并列,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
ManualSplitSwitch,6000845,手动解列,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
ManualAutoStatus,6000846,手自动状态,Bool,,"{""type"":""str"",""map"":{""0"":""手动"",""1"":""自动""}}",,,,,,
Handcart1Switch,6000847,手车1开关状态,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
Handcart2Switch,6000848,手车2开关状态,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
Lifthead,6000849,扬程,Enumv,,,,m,,,,
AlarmLCStatus,6000850,报警事件状态,Bool,,"{""type"":""str"",""map"":{""1"":""已恢复"",""2"":""未恢复""}}",,,,,,
AlarmInfo,6000851,报警消息,Boolv,,,,,,,,
FSAlarmStatus,6000852,报警阀组状态,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
LastUnderUTime,6000853,持续欠压时间,Num,,,,s,,,,
LastOverUTime,6000854,持续过压时间,Num,,,,s,,,,
AirChangeRate,6000855,换气次数,Num,,,,次/h,,,,
HeatTransP,6000856,换热功率,Inst,2,,,kW,,,,
LowResistance,6000857,换热器低温侧阻力,Inst,2,,,MPa,,,,
HighResistance,6000858,换热器高温侧阻力,Inst,2,,,MPa,,,,
HeatTransEff,6000859,换热效率,Inst,2,,,%,,,,
SewageFlow,6000860,排污流量,Inst,2,,,m3/h,,,,
ExhaustSmokeTemp,6000861,排烟温度,Inst,2,,,℃,,,,
AveExhaustHoodPress,6000862,排烟罩平均风压,Num,,,,Pa,,,,
AveExhaustHoodV,6000863,排烟罩平均风速,Num,,,,m/s,,,,
ExhaustHoodRunPct,6000864,排烟罩开启百分比,Num,,,,%,,,,
SmokeDamperStatus,6000865,排烟阀开启状态,Bools,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ExhaustAirOutPress,6000866,排风压力,Inst,2,,,Pa,,,,
ExhaustFanRunNum,6000867,排风机开启台数,Num,,,,台,,,,
ExhaustFanRunStatus,6000868,排风机开启状态,Bools,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ExhaustFanPressStatus,6000869,排风机排风状态,Boolv,,"{""type"":""str"",""map"":{""0"":""未正常送风"",""1"":""正常送风""}}",,,,,,
ExhaustFanGear,6000870,排风机档位,Enumv,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
ExhaustFanRPM,6000871,排风机转速,Inst,2,,,rpm,,,,
ExhaustFanFreq,6000872,排风机频率,Inst,2,,,Hz,,,,
ExhaustAirOutTemp,6000873,排风温度,Inst,2,,,℃,,,,
ExhaustAirOutRH,6000874,排风相对湿度,Inst,2,,,%RH,,,,
ExhaustAirValveOpening,6000875,排风阀开度,Inst,2,,,%,,,,
ExhaustAirValveStatus,6000876,排风阀开闭状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
DetectLux,6000877,探测光谱照度,Inst,2,,,lux,,,,
DetectTemp,6000878,探测实时温度,Inst,2,,,℃,,,,
DetectGas,6000879,探测气体浓度,Insts,2,,,ppm,,,,
DetectSmoke,6000880,探测烟雾浓度,Inst,2,,,ppm,,,,
AccessEquipNum,6000881,接入设备数,Num,,,,台,,,,
GroundAlarm,6000882,接地报警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
GroundStatus,6000883,接地状态,Bool,,"{""type"":""str"",""map"":{""0"":""正常接地"",""1"":""接地故障""}}",,,,,,
ReceiveSNR,6000884,接收信噪比,Inst,2,,,dB(A),,,,
ReceiveP,6000885,接收功率,Inst,2,,,W,,,,
ReceiveDistortion,6000886,接收失真度,Inst,2,,,%,,,,
ContactorStatus,6000887,接触器状态,Bool,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
CtrlCircuitAbnormityAlarm,6000888,控制回路异常告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
CtrlCircuitBreakAlarm,6000889,控制回路断线告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
CtrlPowerSwitchStatus,6000890,控制电源开入状态,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
CtrlU,6000891,控母电压,Inst,2,,,V,,,,
CtrlI,6000892,控母电流,Inst,2,,,A,,,,
LiftPumpRunNum,6000893,提升泵开启台数,Num,,,,台,,,,
AEILStatus,6000894,提示灯状态,Enumv,,"{""type"":""str"",""map"":{""1"":""熄灭"",""2"":""闪烁"",""3"":""常亮""}}",,,,,,
DeploymentStatus,6000895,撤布防状态,Bool,,"{""type"":""str"",""map"":{""0"":""撤防"",""1"":""布防""}}",,,,,,
BrP,6000896,支路功率,Num,,,,kW,,,,
BrU,6000897,支路电压,Num,,,,V,,,,
BrI,6000898,支路电流,Num,,,,A,,,,
FaultStatus,6000899,故障状态,Bool,2,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""故障""}}",,,,,,
ScatteringRadiation,6000900,散射辐射,Inst,2,,,W/m2,,,,
HeatReleaseP,6000901,散热功率,Inst,2,,,kW,,,,
RadiatorWaterOutPress,6000902,散热器出水压力,Inst,2,,,MPa,,,,
RadiatorOutTemp,6000903,散热器出水温度,Inst,2,,,℃,,,,
RadiatorOnRatio,6000904,散热器开启时间比,Inst,2,,,,,,,
RadiatorWaterFlow,6000905,散热器水流量,Inst,2,,,m3/h,,,,
RadiatorWaterInPress,6000906,散热器进水压力,Inst,2,,,MPa,,,,
RadiatorInTemp,6000907,散热器进水温度,Inst,2,,,℃,,,,
HeatReleaseEff,6000908,散热效率,Inst,2,,,%,,,,
DataDownloadSpeed,6000909,数据上传速度,Inst,2,,,Mbps,,,,
DataUploadSpeed,6000910,数据下载速度,Inst,2,,,Mbps,,,,
OverallEff,6000911,整体效率,Inst,2,,,%,,,,
TotThroughput,6000912,整机吞吐量,Inst,2,,,Mpps,,,,
MElecConsumP,6000913,整机耗电功率,Inst,2,,,kW,,,,
BreakerStatus,6000914,断路器分/合闸状态,Bool,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
FreshAirPress,6000915,新风压力,Inst,2,,,Pa,,,,
FreshAirInV,6000916,新风口风速,Inst,2,,,m/s,,,,
FreshAirOutPress,6000917,新风段出口压力,Inst,2,,,Pa,,,,
FreshAirOutTemp,6000918,新风段出口温度,Inst,2,,,℃,,,,
FreshAirOutRH,6000919,新风段出口相对湿度,Inst,2,,,%RH,,,,
FreshAirOutPM,6000920,新风段出口颗粒物浓度,Inst,2,,,mg/m3,,,,
FreshAirFiltEff,6000921,新风段过滤效率,Inst,2,,,%,,,,
FreshAirRatio,6000922,新风比,Inst,2,,,%,,,,
FreshAirTemp,6000923,新风温度,Inst,2,,,℃,,,,
FreshAirFilterStatus,6000924,新风滤网状态,Enumv,,"{""type"":""str"",""map"":{""1"":""正常"",""2"":""需更换"",""99"":""其他""}}",,,,,,
FreshAirHeatRecoveryTotHeatEff,6000925,新风热回收全热效率,Inst,2,,,%,,,,
FreshAirHeatRecoverySensibleHeatEff,6000926,新风热回收显热效率,Inst,2,,,%,,,,
FreshAirHeatRecoveryStatus,6000927,新风热回收运行状态,Boolv,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
FreshAirRH,6000928,新风相对湿度,Inst,2,,,%RH,,,,
NewCrossAirV,6000929,新风箱截面风速,Inst,2,,,m/s,,,,
FreshAirFlow,6000930,新风量,Inst,2,,,m3/h,,,,
FreshAirValveOpening,6000931,新风阀开度,Inst,2,,,%,,,,
FreshAirValveStatus,6000932,新风阀开闭状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
FreshAirPreheatP,6000933,新风预热功率,Inst,2,,,kW,,,,
FreshAirSizePM,6000934,新风颗粒度浓度,Inst,2,,,mg/m3,,,,
FreshAirPM,6000935,新风颗粒物浓度,Inst,2,,,mg/m3,,,,
BypassSwitch,6000936,旁路开关状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关"",""1"":""开""}}",,,,,,
BypassPipePress,6000937,旁通管压力,Inst,2,,,MPa,,,,
BypassFlow,6000938,旁通管流量,Inst,2,,,m3/h,,,,
